id,firstName,lastName,address,city,state,zip,phone,sex,birthDate,stat,mood,charge
1837,Luisfernando,Magor,1076 Olive Ct.,Raven,KY,41861,859-344-8218,0,1989-10-19,42.246396956604734,furious,EXCEED 55 MPH IN OTHER LOC BY 40 MPH
1838,Rosiland,Machans,1299 Cedar Ave.,Port Austin,MI,48467,248-606-8143,1,1954-11-08,40.6240005095365,shamed,PUBLIC URINATION DEFECATION PROHIBITED
1839,Namrata,Wattisham,4752 Beech Blvd,Danbury,TX,77534,346-522-5714,1,1960-10-01,27.588679210239604,incompetent,LIABILITY INS FOR DANGEROUS DOG
1840,Steffi,Levee,2114 Cypress Street,Watervliet,NY,12189,845-752-6757,1,1985-05-25,51.835299145203535,special,SQUEALING OF TIRES WITHIN THE BORO
1841,Nely,Duffyn,6384 Tupelo Ct,Reading,PA,19610,570-423-0749,1,1958-10-25,56.47916165778292,idyllic,INDECENT EXPOSURE
1842,Annice,Broggetti,P.O. Box 3912,Huntington,VT,05462,802-890-3698,1,1952-02-15,88.92727335868865,drunk,CAUSE ATT INJURY OFER PERF DUTIES
1843,Hattie,Manuaud,P.O. Box 8221,Sabattus,ME,04280,207-612-4721,1,1984-07-14,18.127326755947152,disdainful,POSS INSTRUMENT OF CRIME W INT
1844,Delfin,Raoult,4422 Linden Ln.,North Zulch,TX,77872,940-723-6051,0,1951-04-23,48.27250381357791,certain,OFFL OPPRESSION ARREST SEARCH ETC
1845,Janalyn,Stear,2596 Tupelo Way,Kalida,OH,45853,937-674-9170,1,1983-12-16,52.43022329200593,self-reliant,DEAL MIL DEC W O AUTH
1846,Cameryn,Engelbrecht,P.O. Box 1571,Belmont,VT,05730,802-373-6789,1,1953-11-22,80.04565136175853,fearless,SEXUAL ASSAULT
1847,Mindie,Hincham,6945 Gum Circle,Saint Petersburg,FL,33743,786-299-9715,1,1987-03-04,98.04543568928578,gentle,VIOLATE HAZARD REGULATION
1848,October,Carne,1586 Tulip Tree Rd,Mutual,OK,73853,405-915-6578,1,1989-08-22,83.10509718543592,hungry,DUI COMMERCIAL VEHICLE BAC 04 2ND OFFENSE
1849,Vanesa,Livsey,861 Tupelo Ave.,Warren,RI,02885,401-583-9698,1,1995-04-08,60.61662421620987,hurt,REQD TO REGISTER RESIDENCE WHEN RELEASED ETC
1850,Wynona,Laughlin,5898 Oak Way,Washington,DC,20536,202-896-6316,1,1972-08-15,68.50096807187535,frightened,DISPENSE SCHEDULE II SUBSTANCE WITHOUT PRESCRIPTION
1851,Laquana,Cawkill,6080 Birch St.,Yadkinville,NC,27055,919-561-5815,1,1961-06-26,64.96300726305084,friendly,EXCEED MAX SPEED LIM ESTB BY 7 MPH
1852,Zhen,Rathmell,1275 Larch St,Iowa City,IA,52244,319-584-8561,0,1994-03-12,99.43761083514742,powerless,EXCEED 35 MPH IN URBAN DIST BY 52 MPH
1853,Roselle,Moller,8533 Magnolia Ln,Topeka,KS,66601,620-426-6300,1,1981-05-01,62.947879738479216,challenged,ARREST W O A WARRANT
1854,Kyndel,Holtum,2397 Crabapple Ave,Orlando,FL,32886,407-118-3717,1,1963-10-31,98.3479261824743,intense,INSTALL OR USE PEN REG OR TRAP TRACE DEV
1855,Dupree,Readwing,9918 Magnolia Rd,Champaign,IL,61824,217-579-3403,0,1993-08-02,15.836023533401042,pressured,LICENSE REQUIRED FOR SOLICITING
1856,Noemy,Giovannilli,6947 Cypress Rd,Flagler,CO,80815,970-102-9890,1,1983-07-03,23.321084884552654,intrigued,OFFL OPPRESSION ARREST SEARCH ETC
1857,Justino,Brightwell,8456 Hawthorn Rd.,Paris Crossing,IN,47270,812-972-0266,0,1962-09-26,23.10874569348848,abandoned,SQUEALING OF TIRES WITHIN THE BORO
1858,Ronaldo,Edgecumbe,367 Birch Blvd.,Alum Creek,WV,25003,681-687-0410,0,1996-03-21,21.183530875809844,dashed,EXCEED 55 MPH IN OTHER LOC BY 1 MPH
1859,Elian,Harbottle,438 Tulip Tree Ct,Sewanee,TN,37383,731-745-9978,1,1961-07-31,42.63557664433151,inclusive,EXCEED MAX SPEED LIM ESTB BY 75 MPH
1860,Hiilani,Wesker,4889 Cherry Court,Olmito,TX,78575,817-217-5744,1,1979-01-04,79.72390002600316,close,STATUTORY SEXUAL ASSAULT
1861,Lavasia,Schoffel,373 Juniper Blvd,Cutchogue,NY,11935,838-813-7637,1,1974-02-25,42.22087255682576,sincere,OPERATING A BOAT W O A CERTIFICATE OF TITLE
1862,Malori,Lowdyane,2577 Hawthorn Court,Fort Wayne,IN,46852,317-605-0459,1,1985-06-30,14.611686424497824,reassured,ACCESS DEVICE
1863,Hesham,Bloodworth,2724 Willow Ln,Berwick,LA,70342,225-198-4188,0,1953-05-05,89.6412487955546,punished,CAUSING SUICIDE
1864,Latressa,Pinnock,P.O. Box 5798,Van Nuys,CA,91406,951-082-2921,1,1995-12-08,63.8718373432231,oppressed,REGRISTATION REQUIREMENTS
1865,Midge,Meininger,8737 Juniper Boulevard,Burt Lake,MI,49717,517-295-4899,1,1987-10-11,26.221374582708364,different,LOITERING
1866,Samia,Watmough,P.O. Box 1278,Nags Head,NC,27959,919-478-2348,1,1961-11-03,41.3076076049448,wary,NOISE VIOLATION
1867,Jisela,Coggen,4156 Crabapple Ln,Las Vegas,NV,89162,702-251-9874,1,1987-11-30,10.936707427766923,bad,EXCEED 65 MPH FOR ALL VEHICLES BY 4 MPH
1868,Benita,Hearnaman,995 Holly Avenue,Thomson,GA,30824,770-286-9221,1,1986-05-18,82.13428339219412,practical,FOG LAMPS
1869,Sherri,Chessill,2709 Ash Road,Denver,CO,80212,970-563-8876,1,1968-06-10,50.59149963969417,successful,ROBBERY THREAT W ANY FORCE
1870,Jarad,Bittany,7543 Walnut Circle,Mannsville,OK,73447,405-692-6484,0,1954-07-16,52.615611943766766,gentle,OP VEHICLE W O CERT OF INSPECTION
1871,Tambra,Klambt,1075 Hickory Boulevard,Pulteney,NY,14874,718-952-6285,1,1970-11-07,96.90063825863648,offended,EXCEED 65 MPH FOR ALL VEHICLES BY 22 MPH
1872,Aleia,Killich,9354 Redwood St,Horn Lake,MS,38637,769-768-3655,1,1957-10-18,10.808339825456942,merciless,ONE WAY ROADWAYS ROTARY TRAFFIC ISLANDS
1873,Carmella,Bangham,1486 Chestnut Blvd.,Forgan,OK,73938,918-396-9753,1,1969-02-19,59.96787040986286,successful,POSS W I DELIVER NON MANDATORY AMT DRUGS
1874,Charlie,Attrie,2210 Plum Ct.,Lanham,MD,20706,667-030-5291,0,1992-01-31,90.06206235048644,abused,SIGNAL IMPROP
1875,Travoris,Button,9903 Tulip Tree Ct.,Dutch Flat,CA,95714,415-794-6710,0,1993-10-19,10.412919319480892,ditzy,CRIMINAL CONTEMPT
1876,Yittel,Krates,P.O. Box 9209,Overland Park,KS,66223,316-753-3579,1,1978-10-04,84.00637645367067,trembly,TRANS SELLS TRANSFER ETC VEHICLE OBT FROM CHP SHP
1877,Joanna,Jakubczyk,8371 Gum St.,Portland,ME,04103,207-541-2730,1,1976-09-25,29.592315651579877,ridiculous,ILLEGAL PARK BETWEEN DIVIDED HWY
1878,Kamri,Ladewig,P.O. Box 3675,Rocky Face,GA,30740,706-605-9055,1,1975-02-25,59.8089657415028,sorry,VIEW OBSTRUCTED
1879,Xang,Busch,7855 Crabapple Avenue,Underwood,IA,51576,712-762-4971,0,1991-01-22,16.588833219590455,lucky,COMPLIANCE WITH POLICE ORDER
1880,Jermon,Swatheridge,8328 Cedar Rd.,El Paso,TX,79917,737-745-5074,0,1976-04-11,56.27415098819703,united,PAINTBALL GUN OR MARKER NOT EMPTY
1881,Delante,Yurukhin,3889 Holly Ave.,Racine,WI,53402,715-517-9737,0,1955-12-29,59.756439428518334,vacant,CORRUPT ORGANIZATIONS EMPLOYEE
1882,Keithan,Fosse,5851 Beech Blvd.,Ortley,SD,57256,605-270-9367,0,1994-04-25,98.82975515288192,belittled,FALSE POLICE REPORTS
1883,Kylen,Piddlehinton,6363 Yellowwood Rd.,Miami,FL,33153,386-550-5591,0,1971-04-04,93.77603352464234,morose,MAX AXLE WEIGHT IN EXCESS RATED CAP
1884,Kabrina,Brixey,8665 Elderberry Rd.,Hugheston,WV,25110,681-912-4633,1,1950-07-05,73.02004803039314,erudite,DEALERS RETENTION OF PM INSPECTION
1885,Jeanae,Mordacai,9736 Hickory Street,Port Saint Lucie,FL,34985,386-399-2376,1,1974-02-14,68.2578274110463,powerful,DAMAGE SURVEY MONUMENT TO CALL BOUNDARY INTO QUESTION
1886,Yuritzy,Iacovuzzi,4261 Magnolia Circle,Eldred,NY,12732,718-542-3898,1,1958-01-21,21.104271772221708,yearning,DISCHARGING FIREARMS
1887,Shadrach,Bandey,7291 Willow Boulevard,Carmel,ME,04419,207-791-5573,0,1969-11-25,13.03492828262494,vacant,SOUND AMPLIFICATION DEVICE IN VEHICLE
1888,Jed,Gartin,6584 Hawthorn Road,Dollar Bay,MI,49922,517-211-0425,0,1960-08-02,67.0709657519715,guilty,DEC BUS PRACT FALSE WEIGHT OR MEAS
1889,Kalene,Forten,8542 Tupelo Blvd.,Bend,OR,97702,458-095-7659,1,1980-11-12,71.2286793286275,valued,OPERATING BICYCLE ON PUBLIC SIDEWALK GROUNDS
1890,Tevita,De Blasi,7690 Walnut Circle,Dumas,AR,71639,479-196-3082,0,1955-10-21,98.9227085190715,anxious,IMPROPER SAFETY CHAINS
1891,Infant,Fitchell,3340 Larch Avenue,Powhatan,LA,71066,225-924-0166,0,1977-09-22,27.152663468735845,dejected,EXCEED 55 MPH IN OTHER LOC BY 30 MPH
1892,Deborahann,De Mattia,9043 Chestnut Road,Chippewa Falls,WI,54729,534-923-8835,1,1988-03-17,38.801962347372864,funny,EXCEED 55 MPH IN OTHER LOC BY 59 MPH
1893,Bram,Bigglestone,873 Locust Ave,Dublin,IN,47335,574-285-7698,0,1979-03-20,48.282679713831804,irritated,EXCEED 35 MPH IN URBAN DIST BY 47 MPH
1894,Maggie,Keiley,1653 Spruce Rd,Morganton,GA,30560,912-885-4713,1,1978-10-26,87.00087825802467,depressed,COUNTERFEITING TAX STAMPS
1895,Jenilee,Cato,P.O. Box 638,Angel Fire,NM,87710,505-924-3364,1,1963-03-08,48.56093641753707,dedicated,OBSTRUCTION PROHIBITED
1896,Javarius,Davydkov,5854 Peach Avenue,Laurel,MS,39443,769-712-4270,0,1988-11-06,70.86515323958662,wasted,POSSESS WEAPON ON SCHOOL PROPERTY
1897,Celisse,Ochiltree,2180 Locust Boulevard,Mannsville,KY,42758,502-447-8978,1,1981-06-11,95.9489860468977,glorious,DISORDERLY CONDUCT NOISE ORD
1898,Deitra,Halls,113 Fir St,Raleigh,NC,27698,336-690-5853,1,1958-05-17,87.8752252823634,mocking,OPEN CONTAINER VIOLATION
1899,Tyler,Caizley,7761 Hawthorn Avenue,Villa Grande,CA,95486,707-997-6158,0,1987-02-15,52.18216510163424,broken,ALTERING FORGING A CERTIFICATE OF TITLE
1900,Chee,Thominga,8585 Alder Rd,Clay,WV,25043,304-482-5603,0,1959-05-07,31.987645903320995,stressed,OBSTRUCTION OF FIRE APPARATUS ACCESS ROADS
1901,Sheana,Buxsy,1365 Plum Blvd,Abbotsford,WI,54405,414-705-6600,1,1994-03-21,12.181293289762916,listless,PAYMENT OF TOWING AND STORAGE CHARGES
1902,Justino,Padfield,9558 Willow St.,Greenville,TX,75403,936-504-3004,0,1984-12-16,11.723877868458564,grouchy,USE POUND NETS
1903,Bethany,Lebell,1096 Birch Circle,Gurdon,AR,71743,501-638-6324,1,1960-11-02,44.501687195055354,vicious,PEACE NUISANCES DISCHARGE OF FIREARMS OR EXPLOSIVS
1904,Raye,Hayes,2446 Alder Ave,Holland,OH,43528,330-054-8534,1,1959-03-25,30.717180255251325,infuriated,RESTITUTION FOR INJURIES TO PERSON OR PROPERTY
1905,Domanick,Bedboro,9433 Beech Street,Kent,CT,06757,860-281-3898,0,1991-08-15,20.809541038131826,degraded,PEDESTRIAN FAIL TO COMPLY W RR GATE
1906,Cole,Van der Veldt,P.O. Box 666,Lake,WV,25121,681-286-1095,0,1950-08-04,45.05214881294784,painful,REGISTRATION REQUIRED IF RESIDING IN COMMONWEALTH
1907,Valerio,Qualtro,7341 Pine Rd,Tampa,FL,33679,941-649-6690,0,1991-04-26,48.73516781341455,giving,FIREARMS DISCHARGE PROHIBITED
1908,Nidia,Beadon,6896 Locust Ln.,Randlett,OK,73562,539-956-5477,1,1981-10-04,99.57017284092511,tough,ENDANGERING THE WELFARE OF CHILDREN
1909,Daryll,Hadgraft,276 Elm St,Lisbon Falls,ME,04252,207-123-9252,0,1989-07-24,10.911541173115413,hurt,UNLAWFUL TO PARK IN FIRE LANES
1910,Veridiana,Whitbread,6117 Juniper Ave.,Sylvester,GA,31791,706-772-6489,1,1979-03-13,95.69381387926151,jinxed,DR W BL ALC LEV 10 OR GREATER
1911,Silver,Neeson,1310 Gum Road,Cadiz,KY,42211,859-340-3350,1,1993-03-12,31.04391496729248,robbed,COMMITMENT FINE FOR CONTEMPT
1912,Franklin,Crossingham,7269 Tulip Tree Way,El Paso,TX,88513,956-628-9686,0,1972-06-25,29.81256738087412,private,FAIL INSP CER VEH SEMIANNUALLY
1913,Rhianna,Featherston,1990 Elm Circle,Newhall,CA,91321,562-108-6125,1,1957-06-29,38.39967192793128,condescension,FAIL TO REPLACE LOST PLATES
1914,Hilary,Sheers,2854 Elderberry Blvd,Leavenworth,KS,66048,620-550-8174,1,1987-01-18,92.04002242447211,furious,ALTERING FORGING ANY ASSIGNMENT OF CERT OF TITLE
1915,Kadeejah,Pragnall,1472 Poplar Ln,Saint Petersburg,FL,33742,754-778-2316,1,1965-04-01,16.773474546844795,disgraced,MAKE FALSE APPLI FOR TITLE REG
1916,Tremel,Pont,1471 Juniper Way,Banner,KY,41603,502-027-9393,0,1996-06-03,40.58901136282809,hysterical,EXCEED SPEED LIMIT IN ACTIVE WORK ZONE BY 25 MPH
1917,Irish,Pearton,6441 Willow Ln,Blossvale,NY,13308,718-495-8880,1,1997-04-26,43.803211112789604,thoughtful,NEGLIGENT OPERATION OF A WATERCRAFT
1918,Gaia,Murthwaite,5107 Birch Blvd.,Troy,WV,26443,681-694-8327,1,1997-05-19,24.210688471466295,spunky,OBSTRUCTION OF FIRE APPARATUS ACCESS ROADS
1919,Lionell,Bordone,3159 Cypress Court,Schenectady,NY,12304,680-579-7904,0,1952-01-21,85.39592758344111,renewed,RESTRICTIONS ON USE OF PROBATIONARY LICENSE
1920,Hameed,Weatherhogg,P.O. Box 7884,Sugar Grove,VA,24375,276-469-9021,0,1976-04-04,27.956966943528233,repressed,ROBBERY COMMIT THREAT 1ST 2ND DEG FEL
1921,Rashard,Livesey,3654 Poplar Ave,Salem,FL,32356,239-825-2124,0,1969-03-05,49.0582997821857,released,THEFT BY UNLAW TAKING MOVEABLE PROP
1922,Ayde,Ledeker,7481 Beech Street,Carrollton,GA,30116,912-858-7460,1,1954-05-01,84.39326147321677,affectionate,UNSWORN FALSIFICATION TO AUTHORITIES FALSE SAMPLE OBJECT
1923,Mammie,Pescud,4431 Sumac Ct,Atco,NJ,08004,973-881-7971,1,1957-03-23,14.037444494024436,indecisive,USE OF AIR RIFLES BOWS AND ARROWS OR SIMILAR DEVICES REGULATED
1924,Bud,Lugton,3851 Pine St.,Claytonville,IL,60926,331-838-0021,0,1985-05-23,48.10252117368767,dejected,ARSON DANGER OF DEATH OR BODILY INJ
1925,Eliana,Trebilcock,6208 Larch Boulevard,Odessa,TX,79760,682-624-9182,1,1964-04-25,38.44849793450904,harmonious,SECURING EXEC DOCUMENTS BY DECEPTION
1926,Trevell,Brine,4304 Oak Circle,Elizabeth City,NC,27909,743-271-0786,0,1984-07-16,90.60147998682204,fanciful,FALSE REP THEFT CONVERSION OF VEH POLICE
1927,Mahir,Risely,8982 Yellowwood St.,Graceville,FL,32440,305-802-2188,0,1995-03-31,46.691808279245464,restless,EXCEED MAX SPEED LIM ESTB BY 26 MPH
1928,Stephany,Tonkin,3467 Poplar Rd,San Mateo,FL,32187,941-759-2883,1,1977-01-06,79.15544723803463,cheated,PARKS CLOSED
1929,Samanatha,Bladge,8397 Linden Court,Foxhome,MN,56543,507-990-0457,1,1962-03-19,94.54016612288359,lovable,ISSUANCE OF REGISTRATION PLATES
1930,Santiago,Tigner,3083 Crabapple Blvd,Point Lookout,MO,65726,816-671-2462,0,1969-03-01,67.73087989522065,stingy,NOISE DISTURB ACROSS PROP LINE 50 FT FROM DEVICE
1931,Tita,Fowls,3828 Poplar Rd.,Pennington Gap,VA,24277,757-483-7979,1,1997-12-28,25.67403431705831,reminiscent,ACTS TO DETRIMENT OF LANDS STRUCTURES
1932,Corinthian,Plevey,5636 Crabapple Circle,Milwaukee,WI,53244,414-354-6866,0,1957-06-19,41.54298171439558,hot,DISORDERLY CONDUCT TOWARDS POLICE OFFICER
1933,Ragen,Straine,6982 Fir Road,Butler,PA,16001,610-827-7245,1,1974-11-30,95.64033433588573,saved,CONTEMPT MISBEHAVIOR IN PRESENCE OF COURT
1934,Alexia,Matias,8924 Sassafras Court,Cocolamus,PA,17014,717-780-0075,1,1975-08-25,35.02904122407903,lovable,ARSON INTENT DESTROY UNOCCUPIED BLDG
1935,Janicia,Telling,3890 Gum Ct,Kalona,IA,52247,712-196-5973,1,1950-05-02,35.068155461307455,chipper,POSSESS SMALL AMT DISTRIBUTE NOT SELL
1936,Kimberlea,Perulli,5896 Beech Rd,Cincinnati,OH,45218,937-680-3270,1,1958-01-31,48.44401183155692,bad,ILL TOW OF MORE THAN TWO VEH BY FM TRACT
1937,Djuana,Dight,4335 Larch Way,Berea,KY,40404,859-166-0005,1,1956-04-24,39.384141784802104,dedicated,ALCHOLIC BEVERAGE IN RECREATIONAL AREA
1938,Lary,Geraudel,5825 Oak Boulevard,Cardwell,MT,59721,406-953-3211,0,1950-04-13,77.42513715018377,intimidated,UNLAW PURCH OF LIQ OR ALC
1939,Terasha,Shinfield,7185 Juniper Avenue,Ravenswood,WV,26164,304-790-0674,1,1954-06-07,47.069957569724735,controlled,INSTALL OR USE PEN REG OR TRAP TRACE DEV
1940,Raye,Cranny,9783 Yellowwood Ave,South New Berlin,NY,13843,716-669-1337,1,1992-12-19,60.340799731112284,dashed,ASSIGNMENT OF WARRANTY OF TITLE
1941,Violetta,Abbys,8683 Pine Court,Killeen,TX,76545,512-940-6084,1,1979-11-09,45.283073092039814,released,FAILURE TO STOP AT RED SIGNAL
1942,Kaipo,Adamo,354 Plum Ave.,Newburgh,NY,12550,716-403-5290,0,1956-09-04,63.40834124487252,baffled,DUTIES AT STOP SIGN
1943,Anysa,Billes,4024 Cypress Rd,Gainesville,AL,35464,334-732-3395,1,1985-12-17,83.6009202803825,hostile,EXCEED 55 MPH IN OTHER LOCATION BY 100 MPH
1944,Carmelia,Swaddle,321 Sumac St,Helen,MD,20635,443-390-1102,1,1992-02-14,86.98818222105113,stretched,COMPOUNDING
1945,Kindall,Shoulders,7600 Cherry Rd,Kansas City,MO,64151,636-864-6544,1,1977-10-18,41.07099702306208,bittersweet,SLOWER THAN PREVAILING SPEEDS
1946,Keona,Weathers,105 Birch Circle,Gorham,NY,14461,917-633-3179,1,1957-10-13,73.58374791435082,smothered,AGG IND ASSAULT THREAT OF FORCIBLE COMPULSION
1947,Tyquan,Annets,P.O. Box 219,Dell,MT,59724,406-159-6417,0,1954-10-05,85.09371097180811,jaded,EXCEED 55 MPH IN OTHER LOC BY 74 MPH
1948,Bertrand,Chazerand,7930 Pear Road,Palmyra,MO,63461,660-559-2448,0,1951-07-23,12.242363242769084,joyful,PERSON NOT TO POSSESS USE FIREARM INCOMPETENT
1949,Clem,Trevear,3129 Beech Rd,Otter Rock,OR,97369,503-060-5532,0,1969-02-11,89.19491713538034,judgmental,RISKING CATASTROPHE
1950,Geriann,Coviello,6738 Crabapple St,Darlington,MO,64438,573-548-8881,1,1985-11-10,73.52510437780157,productive,EXCEED MAX SPEED LIM ESTB BY 18 MPH
1951,Tangala,Boumphrey,5558 Palm Way,Langhorne,PA,19047,267-504-4516,1,1993-06-04,75.1845807190683,destroyed,POSTED PARK RULE NO ADMITTANCE AFTER DARK
1952,Sherese,Niles,3933 Apple St,North Adams,MA,01247,774-600-3126,1,1955-07-22,40.01125289914783,desired,DR UN THE INF OF ALCO 2ND OFF
1953,Corryn,Minchell,3676 Spruce Road,Bethlehem,NH,03574,603-598-5295,1,1954-11-23,34.97896717486316,joyful,MAKES ANY MATERIALLY FALSE ORAL STATEMENT
1954,Sarah,Cloutt,5439 Yellowwood Rd,Wadley,AL,36276,205-262-9511,1,1960-03-25,61.081281366355086,effective,NO PROOF OF RABIES VACCINATION
1955,Eilene,Scogin,3801 Holly Rd.,Gueydan,LA,70542,318-137-2980,1,1970-05-05,34.46445269414239,furious,NON PAYMENT OF BUSINESS LICENSE
1956,Cinnamon,Clavey,3449 Locust Blvd,Trenton,TX,75490,972-826-5944,1,1984-07-18,55.64363829337713,released,HUMAN EXCRETIONS IN PUBLIC
1957,Zahra,Hardy,3268 Spruce Lane,Sterling,VA,20167,703-231-3916,1,1989-12-10,44.36740067497249,defeated,FAIL TO SIGN APPLICATION
1958,Cordelia,Tipler,8411 Pine Blvd.,Arlington,TX,76013,430-117-4283,1,1950-06-15,83.71569728606615,talkative,DISCHARGE OF FIREARMS PROHIBITED PELLET GUN
1959,Willian,Hillyatt,3538 Tupelo Boulevard,Victoria,TX,77904,346-786-6571,0,1992-01-16,11.562358849087875,smart,FEES REGISTRATION LICENSING
1960,Noni,Kelcey,7139 Pear Ave,Albany,NY,12223,718-542-9979,1,1969-09-01,68.21591790547576,rotten,CARRYING OF KNIVES
1961,Bayley,Dennerly,P.O. Box 8059,Weston,WV,26452,681-024-5456,1,1976-04-26,18.3595299434349,stressed,ALCOHOLIC BEVERAGES
1962,Anum,Lisciandri,7116 Tulip Tree Boulevard,Townsend,MA,01469,857-846-1653,1,1992-10-22,35.436081955745095,shamed,OWNERS RESPONSIBILITY
1963,German,Spanswick,P.O. Box 4883,Washington,DC,20580,202-388-1592,0,1997-09-20,46.8356804344884,victorious,RESTRICTED ACTIVITIES SEEKING IMPROPER INFLUENCE
1964,Mikela,Curson,4516 Palm St.,Fairview Heights,IL,62208,309-213-9121,1,1993-03-15,49.729866976016396,specified,RECOVERY OF COSTS FOR POLICE SERVICES
1965,Carmon,Adran,4900 Holly Boulevard,Mott,ND,58646,701-297-6200,1,1965-05-29,70.52515191669778,uncanny,CONTROL OF PROPERTY REGULATIONS
1966,Prisilla,Dinnage,574 Oak Street,Monroe,IA,50170,515-815-1717,1,1959-10-31,86.26593242382678,hysterical,HARASSMENT STALKING BY COMM ADD INCONVENIENT HOURS
1967,Ellesse,Bangley,3019 Tulip Tree Rd.,North Georgetown,OH,44665,234-450-7702,1,1993-04-20,12.160928229485457,fatigued,TRANSIENT RETAIL BUSINESS LICENSE
1968,Chanae,Wimms,7653 Poplar St,Fairfield,AL,35064,205-230-7396,1,1969-09-14,47.649548587106956,suspicious,EXCEED 65 MPH FOR ALL VEHICLES BY 47 MPH
1969,Nhu,Skarin,1400 Cherry Blvd,Wellman,TX,79378,915-128-4527,1,1950-01-19,47.315776176687585,sleepy,ESTABLISHMENT OF MINIMUM SPEED LIMIT
1970,Yamileth,O'Fairy,3587 Yellowwood Road,Rowland Heights,CA,91748,562-756-3278,1,1955-04-18,52.92167168989593,owned,DR W BL ALC LEV 10 OR GREATER 4TH OFF
1971,Jenafer,Tellwright,5481 Willow Ave.,Urbandale,IA,50323,563-075-7363,1,1985-11-17,45.25785543634368,tarnished,NOISY OPERATION OF MOTOR VEHICLE
1972,Marleny,Grewar,2416 Redwood Court,Wheeling,MO,64688,573-082-2125,1,1953-05-24,92.78352449015661,warlike,AGGRESSIVE PANHANDLING APPROACHING SPEAKING TO
1973,Lirio,Stollmeyer,P.O. Box 3873,Quitman,MS,39355,601-957-6207,1,1955-04-28,54.38201596099902,terrific,INJURE TAMPER FIRE APPARATUS PROPERTY
1974,Amala,McLane,6973 Cedar Ln,Bruceton,TN,38317,865-268-1541,1,1983-11-13,16.274020585818405,careless,EXCEED 55 MPH IN OTHER LOC BY 74 MPH
1975,Eliceo,Killby,4368 Larch Ave,Abington,MA,02351,339-308-7282,0,1974-08-25,60.3831459202322,rigid,CAUSING OR RISKING CATASTROPHE
1976,Roneisha,Avarne,5366 Chestnut Ave.,Breezy Point,NY,11697,718-495-4138,1,1972-07-11,27.194035051470717,resourceful,UNNECESSARY NOISE BY MOTOR VEHICLE
1977,Jeramiah,Severns,560 Sassafras Lane,Moscow,MI,49257,989-608-8424,0,1963-05-23,16.218799690028554,healthy,ACC INVOLVING DEATH INJURY NOT PROPERLY LICENSED
1978,Ledarius,Kaas,P.O. Box 1342,Leesburg,FL,34749,772-029-6205,0,1959-07-23,97.88172929244764,jovial,USE OF DISABILITY PLATES
1979,Emerita,Skuce,199 Crabapple Ct.,Renner,SD,57055,605-748-0748,1,1974-02-20,98.21011192931336,weak,DISCHARGE OF FIREARMS
1980,Kye,Delleschi,5867 Linden Blvd.,Alvin,TX,77512,737-142-5750,0,1970-01-22,29.6831223042589,dependent,DUI CONTROLLED SUBSTANCE IMPAIRED ABILITY 1ST OFFENSE
1981,Carlette,Booth,9140 Crabapple Blvd.,Stoneham,ME,04231,207-431-9144,1,1966-11-17,72.84342256455596,censored,NO REAR LIGHTS
1982,Nicol,Bottoms,5682 Peach Ln.,Long Island City,NY,11101,838-319-5206,1,1981-01-08,19.882532528530103,rigid,ACCESS DEVICE
1983,Perel,Rizzotto,4076 Chestnut Rd,Toledo,OH,43635,614-674-3079,1,1954-03-12,98.22718189301635,tacky,DUI SOLVENT OR NOX SUBSTANCE 2ND OFFENSE
1984,Wassillie,Haggard,9973 Tulip Tree Blvd,Granby,CT,06035,959-965-5272,0,1972-02-23,57.54948252857713,independent,EXCESSIVE NOISE UNSANITARY CONDITIONS AS NUISANCE
1985,Manolo,Sharnock,730 Willow Ave,Emory,VA,24327,703-750-3008,0,1990-12-03,45.639565012256504,depressed,POSSESSING INSTRUMENT OF CRIME UNLAWFUL BODY ARMOR
1986,Patric,Zambonini,8520 Redwood Rd,Colorado Springs,CO,80941,970-049-4381,0,1994-12-10,94.33866344610304,let,VIOLATION OF RULES ON CMWLTH PROPERTY
1987,Cicily,Caldaro,8168 Maple St.,Prairie Farm,WI,54762,262-789-0687,1,1961-01-05,21.61014494797907,irritated,DRUG VCSDDCA UNSPECIFIED
1988,Stehanie,Gook,3929 Cypress Ave,Widnoon,PA,16261,570-703-2260,1,1965-09-13,66.14901495156761,ornery,MORE THAN ONE VALID DR LIC
1989,Chanie,Jessen,818 Peach Lane,Attica,KS,67009,913-736-5588,1,1981-08-30,86.0416289767433,benevolent,DISORDERLY CONDUCT PROHIBITED
1990,Theressa,Lowry,963 Locust Ct.,Broomfield,CO,80038,720-505-9746,1,1982-08-04,69.57733792466888,disgraced,OPEN CONTAINER POSSESSION OR CONSUMPTION
1991,Filemon,Jovis,9627 Olive Circle,Munfordville,KY,42765,859-222-5499,0,1955-05-17,35.46752048838223,childish,PARKS RECREATION ACTIVITIES PROHIBITED
1992,Katilynn,Shavel,5631 Hickory Ln,Ringwood,IL,60072,618-063-0140,1,1989-06-29,80.20967825576749,ambushed,QUARTERLY VERIFICATION OF RESIDENCE
1993,Waverly,Burnett,912 Apple Street,West Palm Beach,FL,33409,239-973-2808,0,1959-06-17,86.44871327560975,indecisive,LOUD SOUND AMPLIFICATION
1994,Chantalle,Aysh,875 Locust Ave.,Chattanooga,TN,37421,931-715-7536,1,1969-07-20,37.058900162168115,attractive,SALE OF TOBACCO HANDLING OF TOBACCO
